"Tropical Lavender","Flowers","An allergenic rare plant known for its tropical appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Tropical Lavender  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 4 - PURPLE.png","1"
"Medicinal Christmas Cactus","Succulents","A cat-friendly tropical plant known for its medicinal appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Medicinal Christmas Cactus  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 11_TEAL.png","28"
"Golden Carrot","Fruits and Vegetables","An allergenic common plant known for its golden appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Golden Carrot  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 4_GREEN.png","1"
"Shimmering Chrysanthemum","Flowers","A fragrant rare plant known for its shimmering appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Shimmering Chrysanthemum  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/TREE 1_GREEN.png","26"
"Prickly Marigold","Flowers","A stunning tropical plant known for its prickly appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Prickly Marigold  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 6 - PURPLE.png","3"
"Delicate Sage","Herbs","A hardy common plant known for its delicate appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Delicate Sage  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower 8 - ORANGE.png","5"
"Royal Christmas Cactus","Succulents","An ephemeral common plant known for its royal appearance
    and its difficult care. Ideal for spaces with low sunlight, the Royal Christmas Cactus  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 6 - PINK 2.png","17"
"Medicinal Rosemary","Herbs","A fragrant exotic plant known for its medicinal appearance
    and its effortless care. Ideal for spaces with no sunlight, the Medicinal Rosemary  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 1 - COLORFUL.png","52"
"Leafy Dill","Herbs","A cat-friendly rare plant known for its leafy appearance
    and its effortless care. Ideal for spaces with full sunlight, the Leafy Dill  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 6_SANDY GREEN.png","59"
"Shimmering Apple","Fruits and Vegetables","A chicken-friendly common plant known for its shimmering appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Shimmering Apple  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 12_GREEN.png","19"
"Hearty Marigold","Flowers","A tepid native plant known for its hearty appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Hearty Marigold  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 6 - PURPLE.png","95"
"Dwarf Rosemary","Herbs","A drought-resistant exotic plant known for its dwarf appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Dwarf Rosemary  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/TREE 5_YELLOWISH GREEN.png","95"
"Bold Zebra Haworthia","Succulents","An allergenic tropical plant known for its bold appearance
    and its effortless care. Ideal for spaces with full sunlight, the Bold Zebra Haworthia  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 3 - RED.png","72"
"Classic Daisy","Flowers","A dog-friendly common plant known for its classic appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Classic Daisy  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 1 - YELLOW.png","90"
"Hardy Ghost Plant","Succulents","A hardy common plant known for its hardy appearance
    and its simple care. Ideal for spaces with no sunlight, the Hardy Ghost Plant  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","48"
"Sunny Daffodil","Flowers","An effervescent rare plant known for its sunny appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Sunny Daffodil  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/TREE 12_YELLOWISH GREEN.png","3"
"Bold String of Pearls","Succulents","An annual tropical plant known for its bold appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Bold String of Pearls  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 11_GREEN.png","43"
"Shady Thyme","Herbs","A tepid tropical plant known for its shady appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Shady Thyme  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 8 - ORANGE.png","13"
"Budding Jade Plant","Succulents","An ephemeral exotic plant known for its budding appearance
    and its difficult care. Ideal for spaces with full sunlight, the Budding Jade Plant  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 1 - GREEN.png","89"
"Compact Orchid","Flowers","An ephemeral tropical plant known for its compact appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Compact Orchid  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 2_YELLOWISH GREEN.png","4"
"Elegant Marigold","Flowers","A poisonous common plant known for its elegant appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Elegant Marigold  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 7_GREEN.png","27"
"Dwarf Cucumber","Fruits and Vegetables","An annual exotic plant known for its dwarf appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Dwarf Cucumber  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/TREE 13_TEAL.png","30"
"Spiky Pepper","Fruits and Vegetables","A stunning tropical plant known for its spiky appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Spiky Pepper  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 2 - PURPLE.png","52"
"Miniature Tarragon","Herbs","A delicate exotic plant known for its miniature appearance
    and its effortless care. Ideal for spaces with full sunlight, the Miniature Tarragon  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 1_YELLOWISH GREEN.png","16"
"Budding Peony","Flowers","A chicken-friendly rare plant known for its budding appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Budding Peony  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 5_YELLOWISH GREEN.png","80"
"Prickly Orchid","Flowers","A perennial rare plant known for its prickly appearance
    and its effortless care. Ideal for spaces with no sunlight, the Prickly Orchid  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 (no flowers) - RED.png","3"
"Compact Peony","Flowers","A drought-resistant tropical plant known for its compact appearance
    and its simple care. Ideal for spaces with low sunlight, the Compact Peony  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 5 - PURPLE.png","13"
"Prickly Sage","Herbs","An effervescent rare plant known for its prickly appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Prickly Sage  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower 9 - ORANGE.png","22"
"Bright Ghost Plant","Succulents","A drought-resistant exotic plant known for its bright appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Bright Ghost Plant  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/TREE 15_TEAL.png","68"
"Thorny Rosemary","Herbs","An effervescent exotic plant known for its thorny appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Thorny Rosemary  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 5 - COLORFUL.png","96"
"Golden Zebra Haworthia","Succulents","A vivid tropical plant known for its golden appearance
    and its simple care. Ideal for spaces with no sunlight, the Golden Zebra Haworthia  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 1_YELLOWISH GREEN.png","84"
"Prickly String of Pearls","Succulents","A cat-friendly exotic plant known for its prickly appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Prickly String of Pearls  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 12 - PINK.png","74"
"Robust Tarragon","Herbs","A stunning native plant known for its robust appearance
    and its effortless care. Ideal for spaces with low sunlight, the Robust Tarragon  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 (no flowers) - GREEN.png","43"
"Broadleaf Daffodil","Flowers","A perennial tropical plant known for its broadleaf appearance
    and its effortless care. Ideal for spaces with full sunlight, the Broadleaf Daffodil  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 4_GREEN.png","4"
"Fragrant Lemon","Fruits and Vegetables","A fragrant common plant known for its fragrant appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Fragrant Lemon  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 5_SANDY GREEN.png","22"
"Vibrant Lettuce","Fruits and Vegetables","A flood-resistant native plant known for its vibrant appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Vibrant Lettuce  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower 2 - PURPLE.png","93"
"Compact Rosemary","Herbs","A fragrant exotic plant known for its compact appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Compact Rosemary  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 3 - RED.png","14"
"Bulbous Dill","Herbs","A herbaceous rare plant known for its bulbous appearance
    and its effortless care. Ideal for spaces with full sunlight, the Bulbous Dill  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Bush 1 (no flowers) - RED.png","19"
"Bright Rosemary","Herbs","A fragrant common plant known for its bright appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Bright Rosemary  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/TREE 14_GREEN.png","6"
"Medicinal Tarragon","Herbs","An ephemeral exotic plant known for its medicinal appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Medicinal Tarragon  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/TREE 2_YELLOWISH GREEN.png","8"
"Dwarf Tomato","Fruits and Vegetables","A perennial exotic plant known for its dwarf appearance
    and its simple care. Ideal for spaces with full sunlight, the Dwarf Tomato  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 13 - YELLOW.png","43"
"Colorful Apple","Fruits and Vegetables","A delicious common plant known for its colorful appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Colorful Apple  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 5 - PURPLE.png","41"
"Woody Marigold","Flowers","A herbaceous rare plant known for its woody appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Woody Marigold  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 10 - RED.png","80"
"Robust Zebra Haworthia","Succulents","An effervescent tropical plant known for its robust appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Robust Zebra Haworthia  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower 11 - RED.png","54"
"Exuberant Daffodil","Flowers","An annual rare plant known for its exuberant appearance
    and its difficult care. Ideal for spaces with low sunlight, the Exuberant Daffodil  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 - TEAL.png","13"
"Hearty Peony","Flowers","A flood-resistant exotic plant known for its hearty appearance
    and its difficult care. Ideal for spaces with low sunlight, the Hearty Peony  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 4 - TEAL.png","29"
"Cascading Rose","Flowers","An allergenic tropical plant known for its cascading appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Cascading Rose  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 12 - YELLOW.png","52"
"Wild Peony","Flowers","A delicious native plant known for its wild appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Wild Peony  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 6 - COLORFUL 2.png","68"
"Blooming Orchid","Flowers","A resilient tropical plant known for its blooming appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Blooming Orchid  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","53"
"Fresh Lily","Flowers","An effervescent exotic plant known for its fresh appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Fresh Lily  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","56"
"Silver Mint","Herbs","An ephemeral native plant known for its silver appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Silver Mint  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 13_YELLOWISH GREEN.png","53"
"Soft Spinach","Fruits and Vegetables","A drought-resistant common plant known for its soft appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Soft Spinach  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 2 - MAGENTA.png","74"
"Thorny Aloe Vera","Succulents","An allergenic exotic plant known for its thorny appearance
    and its difficult care. Ideal for spaces with full sunlight, the Thorny Aloe Vera  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 8 - RED.png","77"
"Sweet Thyme","Herbs","A chicken-friendly native plant known for its sweet appearance
    and its difficult care. Ideal for spaces with low sunlight, the Sweet Thyme  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 3_YELLOWISH GREEN.png","55"
"Cascading Chrysanthemum","Flowers","A variegated tropical plant known for its cascading appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Cascading Chrysanthemum  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","95"
"Tropical Daisy","Flowers","A fragrant common plant known for its tropical appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Tropical Daisy  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 4 - TEAL.png","82"
"Giant Blueberry","Fruits and Vegetables","A vivid common plant known for its giant appearance
    and its effortless care. Ideal for spaces with low sunlight, the Giant Blueberry  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/TREE 3_GREEN.png","35"
"Bulbous Thyme","Herbs","An annual tropical plant known for its bulbous appearance
    and its effortless care. Ideal for spaces with low sunlight, the Bulbous Thyme  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 9 - ORANGE.png","26"
"Bold Lily","Flowers","A drought-resistant tropical plant known for its bold appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Bold Lily  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 5 - COLORFUL.png","43"
"Bushy Apple","Fruits and Vegetables","A hardy tropical plant known for its bushy appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Bushy Apple  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 3 - RED 2.png","41"
"Bright Chrysanthemum","Flowers","A vivid exotic plant known for its bright appearance
    and its difficult care. Ideal for spaces with full sunlight, the Bright Chrysanthemum  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/TREE 13_TEAL.png","17"
"Bold Orchid","Flowers","A cat-friendly tropical plant known for its bold appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Bold Orchid  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/TREE 6_YELLOWISH GREEN.png","8"
"Evergreen Christmas Cactus","Succulents","A perennial tropical plant known for its evergreen appearance
    and its effortless care. Ideal for spaces with no sunlight, the Evergreen Christmas Cactus  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 12 - RED.png","96"
"Delicate Strawberry","Fruits and Vegetables","A resilient exotic plant known for its delicate appearance
    and its difficult care. Ideal for spaces with full sunlight, the Delicate Strawberry  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/TREE 5_SANDY GREEN.png","49"
"Bushy Crown of Thorns","Succulents","A vivid rare plant known for its bushy appearance
    and its simple care. Ideal for spaces with no sunlight, the Bushy Crown of Thorns  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 3 - COLORFUL.png","1"
"Glossy Jade Plant","Succulents","A fragrant common plant known for its glossy appearance
    and its simple care. Ideal for spaces with low sunlight, the Glossy Jade Plant  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/TREE 8_GREEN.png","88"
"Sweet Dill","Herbs","A chicken-friendly common plant known for its sweet appearance
    and its simple care. Ideal for spaces with direct sunlight, the Sweet Dill  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 9_ROSE.png","52"
"Exotic Parsley","Herbs","An allergenic native plant known for its exotic appearance
    and its difficult care. Ideal for spaces with low sunlight, the Exotic Parsley  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 5_SANDY GREEN.png","74"
"Blooming Peony","Flowers","An allergenic common plant known for its blooming appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Blooming Peony  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 7 - COLORFUL.png","41"
"Textured Daisy","Flowers","A hypoallergenic native plant known for its textured appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Textured Daisy  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 7 - PINK.png","16"
"Soft Ghost Plant","Succulents","A vivid rare plant known for its soft appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Soft Ghost Plant  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 7 - ORANGE.png","59"
"Aromatic Echeveria","Succulents","A fragrant exotic plant known for its aromatic appearance
    and its effortless care. Ideal for spaces with full sunlight, the Aromatic Echeveria  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 4 - WHITE.png","96"
"Hardy Panda Plant","Succulents","A fragrant common plant known for its hardy appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Hardy Panda Plant  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 5 - PURPLE.png","88"
"Robust Crown of Thorns","Succulents","A flood-resistant tropical plant known for its robust appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Robust Crown of Thorns  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 3 - PINK.png","30"
"Prickly Lily","Flowers","An ephemeral exotic plant known for its prickly appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Prickly Lily  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/TREE 4_ SANDY GREEN.png","93"
"Miniature Ghost Plant","Succulents","A variegated tropical plant known for its miniature appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Miniature Ghost Plant  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 1 - GREEN.png","83"
"Dwarf Rose","Flowers","A stunning rare plant known for its dwarf appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Dwarf Rose  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/TREE 12_YELLOWISH GREEN.png","77"
"Broadleaf Jade Plant","Succulents","A dog-friendly tropical plant known for its broadleaf appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Broadleaf Jade Plant  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 6 - PINK 2.png","22"
"Colorful Sage","Herbs","An ephemeral native plant known for its colorful appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Colorful Sage  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 2_SANDY GREEN.png","72"
"Shady Cucumber","Fruits and Vegetables","A drought-resistant exotic plant known for its shady appearance
    and its difficult care. Ideal for spaces with no sunlight, the Shady Cucumber  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 6_TEAL.png","84"
"Prickly Chives","Herbs","A hypoallergenic common plant known for its prickly appearance
    and its simple care. Ideal for spaces with direct sunlight, the Prickly Chives  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/TREE 1_TEAL.png","13"
"Prickly Chrysanthemum","Flowers","A hypoallergenic common plant known for its prickly appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Prickly Chrysanthemum  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/TREE 13_TEAL.png","53"
"Bright Blueberry","Fruits and Vegetables","A poisonous native plant known for its bright appearance
    and its effortless care. Ideal for spaces with no sunlight, the Bright Blueberry  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 6 - ORANGE.png","96"
"Soft Lettuce","Fruits and Vegetables","A cat-friendly exotic plant known for its soft appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Soft Lettuce  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 5_SANDY GREEN.png","40"
"Miniature Lavender","Flowers","A dog-friendly exotic plant known for its miniature appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Miniature Lavender  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 4 - PINK.png","22"
"Exotic Cilantro","Herbs","An annual common plant known for its exotic appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Exotic Cilantro  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Bush 2 - RED.png","88"
"Exotic Potato","Fruits and Vegetables","A delicious exotic plant known for its exotic appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Exotic Potato  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 12 - PINK.png","29"
"Delicate Rosemary","Herbs","A hypoallergenic common plant known for its delicate appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Delicate Rosemary  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 7 - PINK.png","59"
"Medicinal Parsley","Herbs","A drought-resistant common plant known for its medicinal appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Medicinal Parsley  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 7 - PINK 2.png","43"
"Hearty Ghost Plant","Succulents","A poisonous native plant known for its hearty appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Hearty Ghost Plant  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 11_TEAL.png","11"
"Graceful Jade Plant","Succulents","A delicious native plant known for its graceful appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Graceful Jade Plant  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower 2 - PINK.png","55"
"Shimmering Cilantro","Herbs","A herbaceous tropical plant known for its shimmering appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Shimmering Cilantro  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 12_TEAL.png","74"
"Budding Apple","Fruits and Vegetables","An annual tropical plant known for its budding appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Budding Apple  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 13_YELLOWISH GREEN.png","88"
"Classic Lemon","Fruits and Vegetables","An ephemeral rare plant known for its classic appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Classic Lemon  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 2 - PURPLE.png","88"
"Blooming Spinach","Fruits and Vegetables","A cat-friendly rare plant known for its blooming appearance
    and its difficult care. Ideal for spaces with full sunlight, the Blooming Spinach  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower 1 - RED.png","41"
"Robust Lily","Flowers","An allergenic exotic plant known for its robust appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Robust Lily  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 13 - YELLOW.png","68"
"Delicate Apple","Fruits and Vegetables","A chicken-friendly rare plant known for its delicate appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Delicate Apple  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 6 - ORANGE.png","43"
"Budding Orchid","Flowers","A resilient tropical plant known for its budding appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Budding Orchid  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 6 - ORANGE.png","56"
"Evergreen String of Pearls","Succulents","A cat-friendly rare plant known for its evergreen appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Evergreen String of Pearls  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 9 - YELLOW.png","53"
"Colorful Crown of Thorns","Succulents","A poisonous tropical plant known for its colorful appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Colorful Crown of Thorns  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 3 - TEAL.png","75"
"Glossy Tarragon","Herbs","A poisonous native plant known for its glossy appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Glossy Tarragon  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Bush 1 (no flowers) - GREEN.png","68"
"Broadleaf Lily","Flowers","An effervescent native plant known for its broadleaf appearance
    and its difficult care. Ideal for spaces with low sunlight, the Broadleaf Lily  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 5 - ORANGE.png","77"
"Leafy Rosemary","Herbs","An annual tropical plant known for its leafy appearance
    and its difficult care. Ideal for spaces with low sunlight, the Leafy Rosemary  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Bush 1 - TEAL.png","84"
"Shady Jade Plant","Succulents","A dog-friendly exotic plant known for its shady appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Shady Jade Plant  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Bush 1 - WARM GREEN 2.png","17"
"Miniature Rosemary","Herbs","An annual common plant known for its miniature appearance
    and its simple care. Ideal for spaces with no sunlight, the Miniature Rosemary  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 - TEAL 2.png","28"
"Budding Christmas Cactus","Succulents","A stunning common plant known for its budding appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Budding Christmas Cactus  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 11_GREEN.png","1"
"Bushy Lithops","Succulents","A delicate rare plant known for its bushy appearance
    and its effortless care. Ideal for spaces with no sunlight, the Bushy Lithops  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 13_SANDY GREEN.png","48"
"Woody Daffodil","Flowers","A delicate tropical plant known for its woody appearance
    and its simple care. Ideal for spaces with direct sunlight, the Woody Daffodil  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 3_SANDY GREEN.png","28"
"Elegant String of Pearls","Succulents","A perennial exotic plant known for its elegant appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Elegant String of Pearls  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 1 - BLUE.png","29"
"Shimmering Tarragon","Herbs","A perennial exotic plant known for its shimmering appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Shimmering Tarragon  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/TREE 5_YELLOWISH GREEN.png","74"
"Silver Dill","Herbs","A hypoallergenic native plant known for its silver appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Silver Dill  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 10 - PURPLE.png","52"
"Graceful Peony","Flowers","A dog-friendly common plant known for its graceful appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Graceful Peony  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower 12 - RED.png","38"
"Thorny Tulip","Flowers","A cat-friendly rare plant known for its thorny appearance
    and its difficult care. Ideal for spaces with no sunlight, the Thorny Tulip  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - RED 2.png","4"
"Miniature Pepper","Fruits and Vegetables","A poisonous rare plant known for its miniature appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Miniature Pepper  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 8 - ORANGE.png","11"
"Blooming Lemon","Fruits and Vegetables","An annual native plant known for its blooming appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Blooming Lemon  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 5_GREEN.png","43"
